[Name],,,,
Plane 1,,,,
,,,,
[Data],,,,
X [ m ], Y [ m ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Pressure [ Pa ]
9.87E-01,-7.22E-02,4.16E-02,-2.33E-02, 1.01772603e-03
9.98E-01,-7.65E-02,4.15E-02,-2.32E-02, 1.17249158e-03
9.95E-01,-7.65E-02,4.12E-02,-2.31E-02, 1.10856665e-03
9.93E-01,-7.65E-02,4.09E-02,-2.30E-02, 1.05250720e-03
9.92E-01,-7.65E-02,4.06E-02,-2.29E-02, 1.00350671e-03
9.90E-01,-7.65E-02,4.03E-02,-2.28E-02, 9.60677222e-04
9.88E-01,-7.65E-02,4.01E-02,-2.28E-02, 9.22505686e-04
9.87E-01,-7.65E-02,3.98E-02,-2.26E-02, 8.91888340e-04
9.98E-01,-8.09E-02,3.98E-02,-2.25E-02, 1.02741492e-03
9.95E-01,-8.09E-02,3.94E-02,-2.24E-02, 9.63501225e-04
9.93E-01,-8.09E-02,3.91E-02,-2.23E-02, 9.07759182e-04
9.92E-01,-8.09E-02,3.88E-02,-2.22E-02, 8.59369000e-04
9.90E-01,-8.09E-02,3.85E-02,-2.21E-02, 8.17055581e-04
9.88E-01,-8.09E-02,3.83E-02,-2.21E-02, 7.79288239e-04
9.87E-01,-8.09E-02,3.80E-02,-2.19E-02, 7.50920095e-04
9.98E-01,-8.56E-02,3.79E-02,-2.17E-02, 8.60186061e-04
9.95E-01,-8.56E-02,3.75E-02,-2.16E-02, 7.96261535e-04
9.93E-01,-8.56E-02,3.72E-02,-2.16E-02, 7.40944641e-04
9.92E-01,-8.56E-02,3.69E-02,-2.15E-02, 6.93417212e-04
9.90E-01,-8.56E-02,3.67E-02,-2.14E-02, 6.52125571e-04
9.88E-01,-8.56E-02,3.64E-02,-2.13E-02, 6.15210040e-04
9.87E-01,-8.56E-02,3.61E-02,-2.12E-02, 5.88057679e-04
9.98E-01,-9.06E-02,3.60E-02,-2.09E-02, 6.66689361e-04
9.95E-01,-9.06E-02,3.56E-02,-2.08E-02, 6.02687185e-04
9.93E-01,-9.06E-02,3.53E-02,-2.08E-02, 5.47712960e-04
9.92E-01,-9.06E-02,3.50E-02,-2.07E-02, 5.00962487e-04
9.90E-01,-9.06E-02,3.47E-02,-2.06E-02, 4.60649055e-04
9.88E-01,-9.06E-02,3.45E-02,-2.05E-02, 4.24718281e-04
9.87E-01,-9.06E-02,3.42E-02,-2.04E-02, 3.98239936e-04
9.98E-01,-9.58E-02,3.41E-02,-2.00E-02, 4.38058487e-04
9.95E-01,-9.58E-02,3.37E-02,-2.00E-02, 3.73682065e-04
9.93E-01,-9.58E-02,3.34E-02,-1.99E-02, 3.18962411e-04
9.92E-01,-9.58E-02,3.30E-02,-1.98E-02, 2.73263606e-04
9.90E-01,-9.58E-02,3.28E-02,-1.97E-02, 2.34655410e-04
9.88E-01,-9.58E-02,3.25E-02,-1.96E-02, 2.01561576e-04
9.87E-01,-9.58E-02,3.21E-02,-1.95E-02, 1.76896952e-04
9.98E-01,-1.01E-01,3.21E-02,-1.91E-02, 1.69065184e-04
9.95E-01,-1.01E-01,3.17E-02,-1.90E-02, 1.04204526e-04
9.93E-01,-1.01E-01,3.14E-02,-1.89E-02, 4.97153342e-05
9.92E-01,-1.01E-01,3.10E-02,-1.89E-02, 5.12648376e-06
9.90E-01,-1.01E-01,3.08E-02,-1.88E-02,-3.17E-05
9.88E-01,-1.01E-01,3.05E-02,-1.87E-02,-6.16E-05
9.87E-01,-1.01E-01,3.00E-02,-1.85E-02,-8.36E-05
9.98E-01,-1.07E-01,3.01E-02,-1.80E-02,-1.61E-04
9.95E-01,-1.07E-01,2.97E-02,-1.80E-02,-2.27E-04
9.93E-01,-1.07E-01,2.93E-02,-1.79E-02,-2.82E-04
9.92E-01,-1.07E-01,2.90E-02,-1.78E-02,-3.25E-04
9.90E-01,-1.07E-01,2.87E-02,-1.77E-02,-3.60E-04
9.88E-01,-1.07E-01,2.84E-02,-1.77E-02,-3.85E-04
9.87E-01,-1.07E-01,2.79E-02,-1.75E-02,-4.03E-04
9.98E-01,-1.13E-01,2.80E-02,-1.69E-02,-5.55E-04
9.95E-01,-1.13E-01,2.76E-02,-1.68E-02,-6.23E-04
9.93E-01,-1.13E-01,2.72E-02,-1.68E-02,-6.78E-04
9.92E-01,-1.13E-01,2.69E-02,-1.67E-02,-7.21E-04
9.90E-01,-1.13E-01,2.66E-02,-1.66E-02,-7.54E-04
9.88E-01,-1.13E-01,2.63E-02,-1.66E-02,-7.76E-04
9.87E-01,-1.13E-01,2.57E-02,-1.63E-02,-7.89E-04
9.78E-01,-1.13E-01,2.44E-02,-1.56E-02,-8.09E-04
9.78E-01,-1.07E-01,2.68E-02,-1.69E-02,-4.54E-04
9.79E-01,-1.01E-01,2.92E-02,-1.81E-02,-1.53E-04
9.80E-01,-9.50E-02,3.16E-02,-1.92E-02, 1.07615037e-04
9.81E-01,-8.95E-02,3.38E-02,-2.02E-02, 3.31807241e-04
9.82E-01,-8.44E-02,3.59E-02,-2.10E-02, 5.27625845e-04
9.82E-01,-7.98E-02,3.78E-02,-2.18E-02, 6.89141161e-04
9.83E-01,-7.59E-02,3.96E-02,-2.25E-02, 8.25135794e-04
9.84E-01,-7.19E-02,4.12E-02,-2.31E-02, 9.36140015e-04
9.83E-01,-6.82E-02,4.28E-02,-2.37E-02, 1.02729828e-03
9.83E-01,-6.49E-02,4.42E-02,-2.42E-02, 1.12029444e-03
9.83E-01,-6.16E-02,4.57E-02,-2.47E-02, 1.20095804e-03
9.68E-01,-1.13E-01,2.28E-02,-1.45E-02,-7.27E-04
9.69E-01,-1.05E-01,2.58E-02,-1.61E-02,-4.15E-04
9.71E-01,-9.87E-02,2.86E-02,-1.76E-02,-1.41E-04
9.74E-01,-9.29E-02,3.13E-02,-1.89E-02, 1.03057799e-04
9.75E-01,-8.73E-02,3.36E-02,-1.99E-02, 3.01144057e-04
9.76E-01,-8.20E-02,3.58E-02,-2.09E-02, 4.92189894e-04
9.77E-01,-7.74E-02,3.78E-02,-2.17E-02, 6.64665189e-04
9.78E-01,-7.42E-02,3.96E-02,-2.24E-02, 8.02313269e-04
9.80E-01,-7.14E-02,4.09E-02,-2.29E-02, 8.81443382e-04
9.79E-01,-6.87E-02,4.18E-02,-2.33E-02, 9.17341793e-04
9.79E-01,-6.55E-02,4.32E-02,-2.37E-02, 9.96066374e-04
9.79E-01,-6.23E-02,4.47E-02,-2.43E-02, 1.08491734e-03
9.75E-01,-7.12E-02,4.03E-02,-2.26E-02, 8.11642734e-04
9.59E-01,-1.11E-01,2.13E-02,-1.32E-02,-5.64E-04
9.61E-01,-1.03E-01,2.51E-02,-1.53E-02,-3.07E-04
9.64E-01,-9.49E-02,2.86E-02,-1.72E-02,-5.90E-05
9.67E-01,-8.90E-02,3.17E-02,-1.88E-02, 1.61225704e-04
9.71E-01,-8.60E-02,3.35E-02,-1.97E-02, 2.95271719e-04
9.70E-01,-8.04E-02,3.52E-02,-2.04E-02, 4.34554531e-04
9.70E-01,-7.45E-02,3.81E-02,-2.15E-02, 6.61295431e-04
9.79E-01,-5.88E-02,4.64E-02,-2.48E-02, 1.17326644e-03
9.75E-01,-5.91E-02,4.57E-02,-2.45E-02, 1.08693109e-03
9.74E-01,-6.30E-02,4.38E-02,-2.38E-02, 9.79594188e-04
9.74E-01,-6.73E-02,4.19E-02,-2.31E-02, 8.78052379e-04
9.50E-01,-1.09E-01,2.01E-02,-1.21E-02,-3.59E-04
9.53E-01,-9.96E-02,2.46E-02,-1.46E-02,-1.67E-04
9.56E-01,-9.02E-02,2.89E-02,-1.69E-02, 5.29495846e-05
9.60E-01,-8.18E-02,3.32E-02,-1.91E-02, 2.97705934e-04
9.72E-01,-5.80E-02,4.55E-02,-2.43E-02, 1.04288629e-03
9.70E-01,-6.28E-02,4.32E-02,-2.35E-02, 9.04809334e-04
9.69E-01,-6.80E-02,4.08E-02,-2.25E-02, 7.87079101e-04
9.61E-01,-7.32E-02,3.71E-02,-2.07E-02, 5.09302015e-04
9.62E-01,-6.63E-02,4.04E-02,-2.21E-02, 6.78966695e-04
9.64E-01,-6.06E-02,4.34E-02,-2.33E-02, 8.44729657e-04
9.68E-01,-5.61E-02,4.59E-02,-2.43E-02, 1.00065162e-03
9.42E-01,-1.06E-01,1.94E-02,-1.13E-02,-1.60E-04
9.45E-01,-9.61E-02,2.42E-02,-1.39E-02,-4.61E-05
9.48E-01,-8.65E-02,2.86E-02,-1.63E-02, 1.23069884e-04
9.49E-01,-7.75E-02,3.29E-02,-1.83E-02, 2.94959114e-04
9.52E-01,-6.96E-02,3.71E-02,-2.02E-02, 4.67611506e-04
9.55E-01,-6.25E-02,4.08E-02,-2.19E-02, 6.43547566e-04
9.60E-01,-5.68E-02,4.41E-02,-2.33E-02, 8.23837880e-04
9.35E-01,-8.38E-02,2.76E-02,-1.51E-02, 1.33479392e-04
9.38E-01,-7.41E-02,3.25E-02,-1.75E-02, 2.70951277e-04
9.34E-01,-9.38E-02,2.28E-02,-1.28E-02, 1.96987412e-06
9.42E-01,-6.45E-02,3.75E-02,-1.98E-02, 4.33683133e-04
9.47E-01,-5.69E-02,4.20E-02,-2.19E-02, 6.25232235e-04
9.13E-01,-9.59E-02,1.74E-02,-9.13E-03, 6.98304575e-06
9.23E-01,-9.47E-02,2.03E-02,-1.10E-02, 1.20989580e-05
9.22E-01,-8.16E-02,2.62E-02,-1.39E-02, 1.02066137e-04
9.27E-01,-6.99E-02,3.20E-02,-1.67E-02, 2.15525433e-04
9.31E-01,-5.92E-02,3.79E-02,-1.94E-02, 3.78802302e-04
9.39E-01,-4.89E-02,4.45E-02,-2.23E-02, 6.20416133e-04
9.10E-01,-7.63E-02,2.44E-02,-1.25E-02, 2.72485304e-05
9.12E-01,-6.59E-02,3.14E-02,-1.57E-02, 1.26378669e-04
9.18E-01,-5.46E-02,3.82E-02,-1.88E-02, 2.96300306e-04
9.07E-01,-4.52E-02,4.09E-02,-1.93E-02, 2.13963052e-04
9.34E-01,-1.03E-01,1.93E-02,-1.09E-02,-6.51E-05
9.00E-01,-9.58E-02,1.54E-02,-7.87E-03,-2.77E-05
8.86E-01,-3.46E-02,4.28E-02,-1.91E-02,-9.73E-05
8.70E-01,-3.44E-02,3.97E-02,-1.73E-02,-4.28E-04
9.02E-01,-2.99E-02,4.77E-02,-2.15E-02, 1.81155818e-04
8.83E-01,-1.34E-02,5.34E-02,-2.25E-02,-6.73E-05
8.65E-01,-1.18E-02,5.01E-02,-2.07E-02,-4.38E-04
8.99E-01,-1.28E-02,5.69E-02,-2.43E-02, 2.38335211e-04
9.18E-01,-2.61E-02,5.25E-02,-2.40E-02, 5.05428354e-04
9.32E-01,-3.41E-02,5.08E-02,-2.41E-02, 6.44235464e-04
9.39E-01,-2.66E-02,5.61E-02,-2.61E-02, 8.83498753e-04
9.33E-01,-1.98E-02,5.88E-02,-2.66E-02, 8.49463861e-04
9.18E-01,-3.92E-02,4.57E-02,-2.15E-02, 3.33835080e-04
9.26E-01,-4.42E-02,4.48E-02,-2.16E-02, 4.42512799e-04
9.42E-01,-3.87E-02,5.04E-02,-2.45E-02, 7.96693028e-04
9.48E-01,-3.04E-02,5.51E-02,-2.62E-02, 9.86440573e-04
9.71E-01,-4.63E-02,5.10E-02,-2.61E-02, 1.24168315e-03
9.72E-01,-4.99E-02,4.92E-02,-2.55E-02, 1.13923952e-03
9.74E-01,-4.55E-02,5.18E-02,-2.64E-02, 1.32055266e-03
9.75E-01,-4.85E-02,5.04E-02,-2.60E-02, 1.26949174e-03
9.65E-01,-5.19E-02,4.74E-02,-2.46E-02, 1.00442453e-03
9.65E-01,-4.59E-02,5.04E-02,-2.56E-02, 1.13411457e-03
9.72E-01,-5.26E-02,4.78E-02,-2.51E-02, 1.09804526e-03
9.80E-01,-3.21E-02,5.95E-02,-2.89E-02, 1.69493316e-03
9.81E-01,-3.00E-02,6.07E-02,-2.92E-02, 1.75264047e-03
9.80E-01,-2.90E-02,6.10E-02,-2.93E-02, 1.72490405e-03
9.78E-01,-3.09E-02,5.99E-02,-2.89E-02, 1.66395889e-03
9.77E-01,-3.31E-02,5.85E-02,-2.85E-02, 1.59726618e-03
9.79E-01,-3.45E-02,5.82E-02,-2.85E-02, 1.63630513e-03
9.76E-01,-2.90E-02,6.06E-02,-2.91E-02, 1.65024644e-03
9.75E-01,-3.14E-02,5.91E-02,-2.86E-02, 1.56758435e-03
9.53E-01,-3.39E-02,5.48E-02,-2.65E-02, 1.08936417e-03
9.57E-01,-2.80E-02,5.85E-02,-2.77E-02, 1.22326973e-03
9.53E-01,-2.48E-02,5.94E-02,-2.77E-02, 1.15357584e-03
9.52E-01,-3.98E-02,5.12E-02,-2.52E-02, 9.77323623e-04
9.53E-01,-4.59E-02,4.79E-02,-2.42E-02, 8.87716480e-04
9.60E-01,-3.51E-02,5.50E-02,-2.69E-02, 1.20634481e-03
9.63E-01,-3.00E-02,5.80E-02,-2.78E-02, 1.31129753e-03
9.60E-01,-4.00E-02,5.23E-02,-2.60E-02, 1.12008990e-03
9.60E-01,-4.52E-02,4.96E-02,-2.51E-02, 1.03171542e-03
9.55E-01,-5.27E-02,4.55E-02,-2.35E-02, 8.33563274e-04
9.60E-01,-4.93E-02,4.76E-02,-2.45E-02, 9.60085832e-04
9.68E-01,-3.19E-02,5.77E-02,-2.80E-02, 1.40532712e-03
9.70E-01,-2.75E-02,6.05E-02,-2.88E-02, 1.52292184e-03
9.64E-01,-2.44E-02,6.11E-02,-2.88E-02, 1.41740171e-03
9.67E-01,-3.63E-02,5.53E-02,-2.72E-02, 1.32057199e-03
9.67E-01,-4.09E-02,5.28E-02,-2.64E-02, 1.23531988e-03
9.74E-01,-2.62E-02,6.18E-02,-2.93E-02, 1.64822815e-03
9.72E-01,-3.40E-02,5.73E-02,-2.80E-02, 1.47414801e-03
9.71E-01,-3.76E-02,5.53E-02,-2.74E-02, 1.38701673e-03
9.71E-01,-4.19E-02,5.31E-02,-2.67E-02, 1.31235900e-03
9.74E-01,-4.22E-02,5.35E-02,-2.69E-02, 1.37985148e-03
9.74E-01,-3.89E-02,5.52E-02,-2.75E-02, 1.44593569e-03
9.75E-01,-3.58E-02,5.69E-02,-2.80E-02, 1.52170670e-03
9.75E-01,-5.15E-02,4.90E-02,-2.56E-02, 1.20281277e-03
9.74E-01,-5.15E-02,4.89E-02,-2.55E-02, 1.13315950e-03
9.74E-01,-5.51E-02,4.74E-02,-2.50E-02, 1.13155064e-03
9.77E-01,-5.52E-02,4.76E-02,-2.52E-02, 1.18154602e-03
9.78E-01,-5.17E-02,4.94E-02,-2.58E-02, 1.27312145e-03
9.78E-01,-4.84E-02,5.09E-02,-2.63E-02, 1.34861039e-03
9.78E-01,-4.55E-02,5.24E-02,-2.67E-02, 1.40166108e-03
9.77E-01,-4.26E-02,5.38E-02,-2.72E-02, 1.45615800e-03
9.78E-01,-3.97E-02,5.53E-02,-2.76E-02, 1.51348778e-03
9.78E-01,-3.70E-02,5.68E-02,-2.81E-02, 1.57495041e-03
9.80E-01,-5.53E-02,4.81E-02,-2.54E-02, 1.26339193e-03
9.81E-01,-5.19E-02,4.98E-02,-2.60E-02, 1.34498742e-03
9.81E-01,-4.87E-02,5.13E-02,-2.65E-02, 1.41740229e-03
9.81E-01,-4.56E-02,5.28E-02,-2.69E-02, 1.47765398e-03
9.81E-01,-4.28E-02,5.42E-02,-2.74E-02, 1.53281458e-03
9.81E-01,-4.01E-02,5.55E-02,-2.78E-02, 1.58506923e-03
9.81E-01,-3.76E-02,5.69E-02,-2.82E-02, 1.63716159e-03
9.82E-01,-3.52E-02,5.81E-02,-2.85E-02, 1.68776407e-03
9.82E-01,-3.30E-02,5.94E-02,-2.89E-02, 1.73751498e-03
9.83E-01,-3.09E-02,6.05E-02,-2.92E-02, 1.78272661e-03
9.85E-01,-3.14E-02,6.05E-02,-2.93E-02, 1.82616292e-03
9.85E-01,-2.94E-02,6.16E-02,-2.96E-02, 1.86456123e-03
9.83E-01,-2.86E-02,6.17E-02,-2.96E-02, 1.82570517e-03
9.85E-01,-3.35E-02,5.94E-02,-2.90E-02, 1.79018977e-03
9.85E-01,-3.56E-02,5.83E-02,-2.86E-02, 1.74862263e-03
9.84E-01,-3.79E-02,5.71E-02,-2.83E-02, 1.70518609e-03
9.84E-01,-4.03E-02,5.59E-02,-2.79E-02, 1.65911997e-03
9.84E-01,-4.29E-02,5.46E-02,-2.76E-02, 1.61031878e-03
9.84E-01,-4.56E-02,5.33E-02,-2.71E-02, 1.55693060e-03
9.84E-01,-4.86E-02,5.18E-02,-2.67E-02, 1.49791385e-03
9.84E-01,-5.17E-02,5.04E-02,-2.62E-02, 1.43120496e-03
9.83E-01,-5.49E-02,4.88E-02,-2.57E-02, 1.35815761e-03
9.83E-01,-5.82E-02,4.72E-02,-2.52E-02, 1.28041964e-03
9.87E-01,-3.16E-02,6.07E-02,-2.94E-02, 1.87737832e-03
9.87E-01,-2.97E-02,6.17E-02,-2.96E-02, 1.91002223e-03
9.87E-01,-3.36E-02,5.96E-02,-2.91E-02, 1.84690184e-03
9.87E-01,-3.57E-02,5.85E-02,-2.88E-02, 1.81212998e-03
9.87E-01,-3.80E-02,5.74E-02,-2.84E-02, 1.77480304e-03
9.87E-01,-4.03E-02,5.62E-02,-2.81E-02, 1.73397933e-03
9.87E-01,-4.28E-02,5.50E-02,-2.77E-02, 1.68947363e-03
9.87E-01,-4.54E-02,5.37E-02,-2.73E-02, 1.64048490e-03
9.87E-01,-4.82E-02,5.23E-02,-2.69E-02, 1.58698659e-03
9.87E-01,-5.11E-02,5.09E-02,-2.65E-02, 1.52829010e-03
9.87E-01,-5.41E-02,4.95E-02,-2.60E-02, 1.46390335e-03
9.87E-01,-5.74E-02,4.80E-02,-2.55E-02, 1.39311620e-03
9.88E-01,-5.74E-02,4.84E-02,-2.57E-02, 1.42985373e-03
9.90E-01,-5.74E-02,4.86E-02,-2.58E-02, 1.46715250e-03
9.92E-01,-5.74E-02,4.88E-02,-2.59E-02, 1.51100056e-03
9.93E-01,-5.74E-02,4.91E-02,-2.59E-02, 1.56094530e-03
9.95E-01,-5.74E-02,4.94E-02,-2.60E-02, 1.61753490e-03
9.98E-01,-5.74E-02,4.97E-02,-2.61E-02, 1.68107916e-03
9.88E-01,-5.41E-02,4.99E-02,-2.62E-02, 1.50078582e-03
9.90E-01,-5.41E-02,5.01E-02,-2.62E-02, 1.53870229e-03
9.92E-01,-5.41E-02,5.03E-02,-2.63E-02, 1.58282672e-03
9.93E-01,-5.41E-02,5.06E-02,-2.64E-02, 1.63291895e-03
9.95E-01,-5.41E-02,5.09E-02,-2.65E-02, 1.68954267e-03
9.98E-01,-5.41E-02,5.12E-02,-2.66E-02, 1.75302743e-03
9.88E-01,-5.11E-02,5.13E-02,-2.66E-02, 1.56495674e-03
9.90E-01,-5.11E-02,5.15E-02,-2.67E-02, 1.60342059e-03
9.92E-01,-5.11E-02,5.18E-02,-2.68E-02, 1.64783897e-03
9.93E-01,-5.11E-02,5.20E-02,-2.69E-02, 1.69805170e-03
9.95E-01,-5.11E-02,5.23E-02,-2.70E-02, 1.75465713e-03
9.98E-01,-5.11E-02,5.26E-02,-2.71E-02, 1.81807822e-03
9.88E-01,-4.82E-02,5.27E-02,-2.70E-02, 1.62324286e-03
9.90E-01,-4.82E-02,5.29E-02,-2.71E-02, 1.66214292e-03
9.92E-01,-4.82E-02,5.31E-02,-2.72E-02, 1.70683919e-03
9.93E-01,-4.82E-02,5.34E-02,-2.73E-02, 1.75716286e-03
9.95E-01,-4.82E-02,5.37E-02,-2.74E-02, 1.81375095e-03
9.98E-01,-4.82E-02,5.40E-02,-2.75E-02, 1.87710975e-03
9.88E-01,-4.54E-02,5.40E-02,-2.74E-02, 1.67641265e-03
9.90E-01,-4.54E-02,5.42E-02,-2.75E-02, 1.71560899e-03
9.92E-01,-4.54E-02,5.45E-02,-2.76E-02, 1.76051562e-03
9.93E-01,-4.54E-02,5.47E-02,-2.77E-02, 1.81094615e-03
9.95E-01,-4.54E-02,5.50E-02,-2.78E-02, 1.86755997e-03
9.98E-01,-4.54E-02,5.53E-02,-2.79E-02, 1.93087524e-03
9.88E-01,-4.28E-02,5.53E-02,-2.78E-02, 1.72512513e-03
9.90E-01,-4.28E-02,5.55E-02,-2.79E-02, 1.76451379e-03
9.92E-01,-4.28E-02,5.57E-02,-2.80E-02, 1.80955965e-03
9.93E-01,-4.28E-02,5.60E-02,-2.81E-02, 1.86006376e-03
9.95E-01,-4.28E-02,5.63E-02,-2.82E-02, 1.91669411e-03
9.98E-01,-4.28E-02,5.66E-02,-2.83E-02, 1.97997247e-03
9.88E-01,-4.03E-02,5.65E-02,-2.82E-02, 1.76955597e-03
9.90E-01,-4.03E-02,5.67E-02,-2.83E-02, 1.80921366e-03
9.92E-01,-4.03E-02,5.69E-02,-2.84E-02, 1.85443740e-03
9.93E-01,-4.03E-02,5.72E-02,-2.85E-02, 1.90502137e-03
9.95E-01,-4.03E-02,5.75E-02,-2.85E-02, 1.96168129e-03
9.98E-01,-4.03E-02,5.78E-02,-2.86E-02, 2.02491926e-03
9.88E-01,-3.80E-02,5.77E-02,-2.85E-02, 1.81038049e-03
9.90E-01,-3.80E-02,5.79E-02,-2.86E-02, 1.85030873e-03
9.92E-01,-3.80E-02,5.81E-02,-2.87E-02, 1.89569197e-03
9.93E-01,-3.80E-02,5.84E-02,-2.88E-02, 1.94633170e-03
9.95E-01,-3.80E-02,5.87E-02,-2.89E-02, 2.00298778e-03
9.98E-01,-3.80E-02,5.90E-02,-2.90E-02, 2.06617522e-03
9.88E-01,-3.57E-02,5.88E-02,-2.88E-02, 1.84779149e-03
9.90E-01,-3.57E-02,5.90E-02,-2.89E-02, 1.88806129e-03
9.92E-01,-3.57E-02,5.92E-02,-2.90E-02, 1.93363056e-03
9.93E-01,-3.57E-02,5.95E-02,-2.91E-02, 1.98434549e-03
9.95E-01,-3.57E-02,5.98E-02,-2.92E-02, 2.04097875e-03
9.98E-01,-3.57E-02,6.01E-02,-2.93E-02, 2.10414501e-03
9.88E-01,-3.36E-02,5.98E-02,-2.91E-02, 1.88250944e-03
9.90E-01,-3.36E-02,6.01E-02,-2.92E-02, 1.92307751e-03
9.92E-01,-3.36E-02,6.03E-02,-2.93E-02, 1.96869811e-03
9.93E-01,-3.36E-02,6.06E-02,-2.94E-02, 2.01944797e-03
9.95E-01,-3.36E-02,6.08E-02,-2.95E-02, 2.07603839e-03
9.98E-01,-3.36E-02,6.11E-02,-2.96E-02, 2.13915785e-03
9.88E-01,-3.16E-02,6.09E-02,-2.94E-02, 1.91387080e-03
9.90E-01,-3.16E-02,6.11E-02,-2.95E-02, 1.95530499e-03
9.92E-01,-3.16E-02,6.13E-02,-2.96E-02, 2.00110883e-03
9.93E-01,-3.16E-02,6.16E-02,-2.97E-02, 2.05190713e-03
9.95E-01,-3.16E-02,6.19E-02,-2.98E-02, 2.10847054e-03
9.98E-01,-3.16E-02,6.22E-02,-2.99E-02, 2.17153924e-03
9.88E-01,-2.97E-02,6.18E-02,-2.97E-02, 1.94474880e-03
9.90E-01,-2.97E-02,6.21E-02,-2.98E-02, 1.98557740e-03
9.92E-01,-2.97E-02,6.23E-02,-2.99E-02, 2.03112583e-03
9.93E-01,-2.97E-02,6.26E-02,-3.00E-02, 2.08192086e-03
9.95E-01,-2.97E-02,6.28E-02,-3.01E-02, 2.13847146e-03
9.98E-01,-2.97E-02,6.31E-02,-3.01E-02, 2.20152712e-03
9.70E-01,-2.22E-02,6.33E-02,-2.96E-02, 1.58749404e-03
9.66E-01,-1.97E-02,6.40E-02,-2.96E-02, 1.51809899e-03
9.71E-01,-1.83E-02,6.56E-02,-3.02E-02, 1.65830576e-03
9.67E-01,-1.55E-02,6.65E-02,-3.03E-02, 1.60321582e-03
9.72E-01,-1.52E-02,6.74E-02,-3.08E-02, 1.72344327e-03
9.69E-01,-1.24E-02,6.85E-02,-3.09E-02, 1.68413541e-03
9.60E-01,-2.10E-02,6.21E-02,-2.89E-02, 1.35349913e-03
9.62E-01,-1.58E-02,6.54E-02,-2.98E-02, 1.46007317e-03
9.64E-01,-1.21E-02,6.80E-02,-3.06E-02, 1.56532624e-03
9.55E-01,-1.81E-02,6.34E-02,-2.90E-02, 1.29469729e-03
9.47E-01,-2.04E-02,6.08E-02,-2.78E-02, 1.08280417e-03
9.50E-01,-1.28E-02,6.48E-02,-2.91E-02, 1.23026874e-03
9.57E-01,-1.21E-02,6.69E-02,-3.00E-02, 1.40379416e-03
9.59E-01,-6.41E-03,7.06E-02,-3.11E-02, 1.54373806e-03
9.42E-01,-1.61E-02,6.20E-02,-2.79E-02, 1.02163141e-03
9.42E-01,-9.13E-03,6.54E-02,-2.89E-02, 1.12377410e-03
9.52E-01,-8.27E-03,6.84E-02,-3.02E-02, 1.33689819e-03
9.29E-01,-9.81E-03,6.39E-02,-2.79E-02, 9.01307794e-04
9.98E-01,-1.54E-02,7.07E-02,-3.21E-02, 2.40790658e-03
9.98E-01,-1.65E-02,7.01E-02,-3.20E-02, 2.39300588e-03
9.95E-01,-1.54E-02,7.04E-02,-3.20E-02, 2.34540785e-03
9.95E-01,-1.65E-02,6.98E-02,-3.19E-02, 2.33043125e-03
9.93E-01,-1.54E-02,7.02E-02,-3.20E-02, 2.28913990e-03
9.93E-01,-1.65E-02,6.96E-02,-3.18E-02, 2.27410765e-03
9.92E-01,-1.54E-02,6.99E-02,-3.19E-02, 2.23845174e-03
9.92E-01,-1.65E-02,6.93E-02,-3.17E-02, 2.22345348e-03
9.90E-01,-1.54E-02,6.97E-02,-3.18E-02, 2.19256710e-03
9.90E-01,-1.65E-02,6.91E-02,-3.16E-02, 2.17766291e-03
9.88E-01,-1.54E-02,6.95E-02,-3.17E-02, 2.15130602e-03
9.88E-01,-1.65E-02,6.89E-02,-3.16E-02, 2.13649962e-03
9.87E-01,-1.54E-02,6.93E-02,-3.16E-02, 2.11473322e-03
9.87E-01,-1.65E-02,6.87E-02,-3.15E-02, 2.09983089e-03
9.98E-01,-1.77E-02,6.95E-02,-3.18E-02, 2.37706350e-03
9.95E-01,-1.77E-02,6.92E-02,-3.17E-02, 2.31447141e-03
9.93E-01,-1.77E-02,6.89E-02,-3.16E-02, 2.25809682e-03
9.92E-01,-1.77E-02,6.87E-02,-3.15E-02, 2.20738887e-03
9.90E-01,-1.77E-02,6.84E-02,-3.15E-02, 2.16164486e-03
9.88E-01,-1.77E-02,6.82E-02,-3.14E-02, 2.12062174e-03
9.87E-01,-1.77E-02,6.80E-02,-3.13E-02, 2.08378327e-03
9.98E-01,-1.90E-02,6.88E-02,-3.17E-02, 2.36003194e-03
9.95E-01,-1.90E-02,6.85E-02,-3.16E-02, 2.29737582e-03
9.93E-01,-1.90E-02,6.83E-02,-3.15E-02, 2.24093325e-03
9.92E-01,-1.90E-02,6.80E-02,-3.14E-02, 2.19021388e-03
9.90E-01,-1.90E-02,6.78E-02,-3.13E-02, 2.14450923e-03
9.88E-01,-1.90E-02,6.76E-02,-3.12E-02, 2.10359134e-03
9.87E-01,-1.90E-02,6.73E-02,-3.11E-02, 2.06676987e-03
9.98E-01,-2.03E-02,6.81E-02,-3.15E-02, 2.34182319e-03
9.95E-01,-2.03E-02,6.78E-02,-3.14E-02, 2.27910862e-03
9.93E-01,-2.03E-02,6.75E-02,-3.13E-02, 2.22263136e-03
9.92E-01,-2.03E-02,6.73E-02,-3.12E-02, 2.17183516e-03
9.90E-01,-2.03E-02,6.71E-02,-3.11E-02, 2.12613097e-03
9.88E-01,-2.03E-02,6.69E-02,-3.10E-02, 2.08526617e-03
