[Name],,,,
Plane 1,,,,
,,,,
[Data],,,,
X [ m ], Y [ m ], Velocity u [ m s^-1 ], Velocity v [ m s^-1 ], Pressure [ Pa ]
-6.90E-01,-7.61E-01,1.26E-01,-1.96E-03, 6.77353218e-02
-6.60E-01,-7.61E-01,1.26E-01,-2.37E-03, 6.75315335e-02
-6.30E-01,-7.60E-01,1.27E-01,-2.83E-03, 6.73212707e-02
-6.00E-01,-7.60E-01,1.27E-01,-3.35E-03, 6.71025366e-02
-5.70E-01,-7.60E-01,1.28E-01,-3.92E-03, 6.68741763e-02
-5.40E-01,-7.60E-01,1.29E-01,-4.54E-03, 6.66341707e-02
-5.09E-01,-7.60E-01,1.29E-01,-5.21E-03, 6.63812086e-02
-4.79E-01,-7.60E-01,1.30E-01,-5.95E-03, 6.61135092e-02
-9.59E-01,-7.31E-01,1.38E-01, 1.49793021e-04, 6.93906993e-02
-9.29E-01,-7.31E-01,1.38E-01, 2.00944705e-05, 6.92197904e-02
-8.99E-01,-7.31E-01,1.38E-01,-1.37E-04, 6.90481663e-02
-8.69E-01,-7.31E-01,1.38E-01,-3.23E-04, 6.88759983e-02
-8.39E-01,-7.30E-01,1.38E-01,-5.41E-04, 6.87026456e-02
-8.10E-01,-7.30E-01,1.38E-01,-7.94E-04, 6.85272142e-02
-7.80E-01,-7.31E-01,1.38E-01,-1.09E-03, 6.83497638e-02
-7.50E-01,-7.31E-01,1.38E-01,-1.42E-03, 6.81683272e-02
-7.20E-01,-7.31E-01,1.38E-01,-1.80E-03, 6.79814592e-02
-6.90E-01,-7.31E-01,1.38E-01,-2.23E-03, 6.77894205e-02
-6.60E-01,-7.31E-01,1.39E-01,-2.71E-03, 6.75914958e-02
-6.30E-01,-7.31E-01,1.39E-01,-3.26E-03, 6.73870966e-02
-6.00E-01,-7.30E-01,1.40E-01,-3.87E-03, 6.71746135e-02
-5.70E-01,-7.30E-01,1.41E-01,-4.54E-03, 6.69523925e-02
-5.40E-01,-7.30E-01,1.41E-01,-5.28E-03, 6.67193532e-02
-5.10E-01,-7.30E-01,1.42E-01,-6.08E-03, 6.64733052e-02
-4.79E-01,-7.30E-01,1.43E-01,-6.96E-03, 6.62127137e-02
-1.02E+00,-7.02E-01,1.51E-01, 4.50696301e-04, 6.97471276e-02
-9.90E-01,-7.02E-01,1.51E-01, 3.61907005e-04, 6.95797503e-02
-9.60E-01,-7.02E-01,1.51E-01, 2.47010641e-04, 6.94129616e-02
-9.30E-01,-7.02E-01,1.50E-01, 1.03760263e-04, 6.92462474e-02
-9.00E-01,-7.01E-01,1.50E-01,-7.04E-05, 6.90793619e-02
-8.70E-01,-7.01E-01,1.50E-01,-2.78E-04, 6.89123422e-02
-8.40E-01,-7.01E-01,1.50E-01,-5.23E-04, 6.87439740e-02
-8.10E-01,-7.01E-01,1.50E-01,-8.09E-04, 6.85741827e-02
-7.81E-01,-7.01E-01,1.50E-01,-1.14E-03, 6.84023201e-02
-7.51E-01,-7.01E-01,1.50E-01,-1.52E-03, 6.82269484e-02
-7.21E-01,-7.02E-01,1.50E-01,-1.95E-03, 6.80469200e-02
-6.91E-01,-7.02E-01,1.51E-01,-2.44E-03, 6.78621903e-02
-6.61E-01,-7.02E-01,1.51E-01,-2.99E-03, 6.76723570e-02
-6.31E-01,-7.01E-01,1.51E-01,-3.62E-03, 6.74758181e-02
-6.00E-01,-7.01E-01,1.52E-01,-4.32E-03, 6.72719628e-02
-5.70E-01,-7.01E-01,1.52E-01,-5.10E-03, 6.70581087e-02
-5.40E-01,-7.01E-01,1.53E-01,-5.95E-03, 6.68346211e-02
-5.10E-01,-7.01E-01,1.54E-01,-6.89E-03, 6.65983781e-02
-4.80E-01,-7.01E-01,1.55E-01,-7.91E-03, 6.63473383e-02
-1.02E+00,-6.73E-01,1.62E-01, 5.89219097e-04, 6.97646141e-02
-9.91E-01,-6.73E-01,1.62E-01, 4.96033928e-04, 6.96019009e-02
-9.61E-01,-6.73E-01,1.62E-01, 3.73959774e-04, 6.94398060e-02
-9.31E-01,-6.73E-01,1.62E-01, 2.20677932e-04, 6.92785531e-02
-9.01E-01,-6.73E-01,1.62E-01, 3.32084601e-05, 6.91175163e-02
-8.72E-01,-6.72E-01,1.62E-01,-1.92E-04, 6.89565390e-02
-8.42E-01,-6.72E-01,1.62E-01,-4.58E-04, 6.87948614e-02
-8.12E-01,-6.72E-01,1.62E-01,-7.71E-04, 6.86321482e-02
-7.82E-01,-6.72E-01,1.62E-01,-1.13E-03, 6.84679970e-02
-7.52E-01,-6.72E-01,1.62E-01,-1.55E-03, 6.83006644e-02
-7.23E-01,-6.72E-01,1.62E-01,-2.03E-03, 6.81302547e-02
-6.92E-01,-6.72E-01,1.62E-01,-2.58E-03, 6.79550916e-02
-6.62E-01,-6.72E-01,1.62E-01,-3.20E-03, 6.77747130e-02
-6.32E-01,-6.72E-01,1.63E-01,-3.90E-03, 6.75884411e-02
-6.01E-01,-6.72E-01,1.63E-01,-4.69E-03, 6.73955381e-02
-5.71E-01,-6.72E-01,1.63E-01,-5.57E-03, 6.71932697e-02
-5.41E-01,-6.72E-01,1.64E-01,-6.54E-03, 6.69810325e-02
-5.10E-01,-6.72E-01,1.65E-01,-7.60E-03, 6.67562485e-02
-4.80E-01,-6.72E-01,1.65E-01,-8.77E-03, 6.65177628e-02
-1.02E+00,-6.44E-01,1.74E-01, 7.53466622e-04, 6.97838664e-02
-9.92E-01,-6.44E-01,1.73E-01, 6.58964273e-04, 6.96267411e-02
-9.62E-01,-6.44E-01,1.73E-01, 5.33270766e-04, 6.94706887e-02
-9.33E-01,-6.44E-01,1.73E-01, 3.73894523e-04, 6.93153813e-02
-9.03E-01,-6.44E-01,1.73E-01, 1.77467446e-04, 6.91613331e-02
-8.73E-01,-6.43E-01,1.73E-01,-5.99E-05, 6.90078735e-02
-8.44E-01,-6.43E-01,1.73E-01,-3.43E-04, 6.88542724e-02
-8.14E-01,-6.43E-01,1.73E-01,-6.76E-04, 6.87004030e-02
-7.84E-01,-6.43E-01,1.73E-01,-1.07E-03, 6.85457885e-02
-7.55E-01,-6.43E-01,1.73E-01,-1.52E-03, 6.83883205e-02
-7.25E-01,-6.43E-01,1.73E-01,-2.04E-03, 6.82285950e-02
-6.95E-01,-6.43E-01,1.73E-01,-2.63E-03, 6.80657029e-02
-6.64E-01,-6.43E-01,1.73E-01,-3.31E-03, 6.78971931e-02
-6.34E-01,-6.43E-01,1.73E-01,-4.08E-03, 6.77241981e-02
-6.03E-01,-6.43E-01,1.73E-01,-4.95E-03, 6.75449967e-02
-5.72E-01,-6.43E-01,1.74E-01,-5.92E-03, 6.73570856e-02
-5.42E-01,-6.43E-01,1.74E-01,-7.00E-03, 6.71593249e-02
-5.11E-01,-6.43E-01,1.75E-01,-8.20E-03, 6.69487938e-02
-4.81E-01,-6.43E-01,1.75E-01,-9.50E-03, 6.67263716e-02
-1.02E+00,-6.15E-01,1.84E-01, 9.45421401e-04, 6.98021874e-02
-9.93E-01,-6.15E-01,1.84E-01, 8.52172438e-04, 6.96515366e-02
-9.64E-01,-6.15E-01,1.84E-01, 7.26009195e-04, 6.95027560e-02
-9.34E-01,-6.15E-01,1.84E-01, 5.64137124e-04, 6.93545118e-02
-9.05E-01,-6.15E-01,1.84E-01, 3.62867548e-04, 6.92082644e-02
-8.75E-01,-6.15E-01,1.84E-01, 1.17676216e-04, 6.90634176e-02
-8.46E-01,-6.15E-01,1.83E-01,-1.77E-04, 6.89189881e-02
-8.16E-01,-6.14E-01,1.83E-01,-5.25E-04, 6.87749386e-02
-7.87E-01,-6.14E-01,1.83E-01,-9.35E-04, 6.86314479e-02
-7.57E-01,-6.14E-01,1.83E-01,-1.41E-03, 6.84863105e-02
-7.27E-01,-6.14E-01,1.83E-01,-1.97E-03, 6.83390796e-02
-6.97E-01,-6.14E-01,1.83E-01,-2.60E-03, 6.81899562e-02
-6.66E-01,-6.14E-01,1.83E-01,-3.33E-03, 6.80370927e-02
-6.36E-01,-6.14E-01,1.83E-01,-4.16E-03, 6.78805634e-02
-6.05E-01,-6.14E-01,1.83E-01,-5.10E-03, 6.77182525e-02
-5.74E-01,-6.14E-01,1.83E-01,-6.16E-03, 6.75476342e-02
-5.43E-01,-6.14E-01,1.84E-01,-7.35E-03, 6.73679039e-02
-5.12E-01,-6.14E-01,1.84E-01,-8.66E-03, 6.71765879e-02
-4.81E-01,-6.14E-01,1.85E-01,-1.01E-02, 6.69749007e-02
-1.02E+00,-5.86E-01,1.95E-01, 1.16704649e-03, 6.98177218e-02
-9.94E-01,-5.86E-01,1.94E-01, 1.07752497e-03, 6.96744174e-02
-9.65E-01,-5.86E-01,1.94E-01, 9.53659008e-04, 6.95330352e-02
-9.35E-01,-5.86E-01,1.94E-01, 7.92172097e-04, 6.93933889e-02
-9.06E-01,-5.86E-01,1.94E-01, 5.89204719e-04, 6.92557767e-02
-8.77E-01,-5.86E-01,1.94E-01, 3.39787221e-04, 6.91201240e-02
-8.47E-01,-5.86E-01,1.93E-01, 3.85602871e-05, 6.89860657e-02
-8.18E-01,-5.86E-01,1.93E-01,-3.20E-04, 6.88533261e-02
-7.88E-01,-5.85E-01,1.93E-01,-7.44E-04, 6.87218681e-02
-7.58E-01,-5.85E-01,1.93E-01,-1.24E-03, 6.85904250e-02
-7.28E-01,-5.85E-01,1.93E-01,-1.82E-03, 6.84583187e-02
-6.98E-01,-5.85E-01,1.93E-01,-2.49E-03, 6.83249459e-02
-6.68E-01,-5.85E-01,1.93E-01,-3.26E-03, 6.81895167e-02
-6.37E-01,-5.85E-01,1.92E-01,-4.14E-03, 6.80515319e-02
-6.07E-01,-5.85E-01,1.92E-01,-5.14E-03, 6.79100081e-02
-5.76E-01,-5.85E-01,1.93E-01,-6.27E-03, 6.77623749e-02
-5.45E-01,-5.85E-01,1.93E-01,-7.55E-03, 6.76061809e-02
-5.13E-01,-5.85E-01,1.93E-01,-8.98E-03, 6.74405545e-02
-4.82E-01,-5.85E-01,1.93E-01,-1.05E-02, 6.72644153e-02
-1.02E+00,-5.56E-01,2.05E-01, 1.42103003e-03, 6.98297396e-02
-9.94E-01,-5.57E-01,2.04E-01, 1.33788015e-03, 6.96944147e-02
-9.65E-01,-5.57E-01,2.04E-01, 1.21886330e-03, 6.95612207e-02
-9.36E-01,-5.57E-01,2.04E-01, 1.06051774e-03, 6.94307983e-02
-9.07E-01,-5.57E-01,2.03E-01, 8.58769810e-04, 6.93028048e-02
-8.77E-01,-5.57E-01,2.03E-01, 6.08431874e-04, 6.91770241e-02
-8.48E-01,-5.57E-01,2.03E-01, 3.03969602e-04, 6.90539554e-02
-8.18E-01,-5.57E-01,2.03E-01,-6.09E-05, 6.89336658e-02
-7.89E-01,-5.57E-01,2.02E-01,-4.94E-04, 6.88156933e-02
-7.59E-01,-5.56E-01,2.02E-01,-1.00E-03, 6.86994940e-02
-7.29E-01,-5.56E-01,2.02E-01,-1.60E-03, 6.85842261e-02
-6.99E-01,-5.56E-01,2.02E-01,-2.29E-03, 6.84690550e-02
-6.69E-01,-5.57E-01,2.01E-01,-3.10E-03, 6.83531463e-02
-6.39E-01,-5.57E-01,2.01E-01,-4.01E-03, 6.82358220e-02
-6.08E-01,-5.57E-01,2.01E-01,-5.06E-03, 6.81169704e-02
-5.77E-01,-5.56E-01,2.01E-01,-6.26E-03, 6.79961592e-02
-5.46E-01,-5.56E-01,2.01E-01,-7.61E-03, 6.78697377e-02
-5.15E-01,-5.56E-01,2.01E-01,-9.13E-03, 6.77354932e-02
-4.84E-01,-5.56E-01,2.01E-01,-1.08E-02, 6.75920323e-02
-1.02E+00,-5.27E-01,2.14E-01, 1.70945015e-03, 6.98385984e-02
-9.93E-01,-5.27E-01,2.14E-01, 1.63623737e-03, 6.97112307e-02
-9.65E-01,-5.28E-01,2.13E-01, 1.52475608e-03, 6.95873275e-02
-9.36E-01,-5.28E-01,2.13E-01, 1.37210637e-03, 6.94665015e-02
-9.07E-01,-5.28E-01,2.12E-01, 1.17469742e-03, 6.93488643e-02
-8.77E-01,-5.28E-01,2.12E-01, 9.26921784e-04, 6.92341626e-02
-8.48E-01,-5.28E-01,2.12E-01, 6.22926629e-04, 6.91230595e-02
-8.19E-01,-5.28E-01,2.11E-01, 2.56430067e-04, 6.90158457e-02
-7.89E-01,-5.28E-01,2.11E-01,-1.81E-04, 6.89126402e-02
-7.59E-01,-5.28E-01,2.11E-01,-6.99E-04, 6.88131377e-02
-7.30E-01,-5.27E-01,2.10E-01,-1.31E-03, 6.87163249e-02
-7.00E-01,-5.28E-01,2.10E-01,-2.02E-03, 6.86211511e-02
-6.70E-01,-5.28E-01,2.10E-01,-2.84E-03, 6.85266629e-02
-6.40E-01,-5.28E-01,2.09E-01,-3.79E-03, 6.84324056e-02
-6.09E-01,-5.28E-01,2.09E-01,-4.87E-03, 6.83382452e-02
-5.78E-01,-5.28E-01,2.09E-01,-6.11E-03, 6.82450980e-02
-5.47E-01,-5.28E-01,2.09E-01,-7.52E-03, 6.81523234e-02
-5.16E-01,-5.28E-01,2.09E-01,-9.11E-03, 6.80553243e-02
-4.85E-01,-5.27E-01,2.09E-01,-1.09E-02, 6.79504275e-02
-9.93E-01,-4.97E-01,2.23E-01, 1.97448302e-03, 6.97249696e-02
-1.02E+00,-4.97E-01,2.23E-01, 2.03311443e-03, 6.98444918e-02
-9.64E-01,-4.97E-01,2.22E-01, 1.87475188e-03, 6.96106404e-02
-9.35E-01,-4.98E-01,2.22E-01, 1.73141877e-03, 6.95002973e-02
-9.06E-01,-4.99E-01,2.21E-01, 1.54153327e-03, 6.93934783e-02
-8.77E-01,-4.99E-01,2.21E-01, 1.29949150e-03, 6.92906305e-02
-8.48E-01,-4.99E-01,2.20E-01, 9.99982236e-04, 6.91923425e-02
-8.19E-01,-4.99E-01,2.20E-01, 6.36610319e-04, 6.90993220e-02
-7.89E-01,-4.99E-01,2.19E-01, 2.00633673e-04, 6.90119043e-02
-7.59E-01,-4.99E-01,2.19E-01,-3.18E-04, 6.89304173e-02
-7.29E-01,-4.99E-01,2.19E-01,-9.29E-04, 6.88538924e-02
-7.00E-01,-4.99E-01,2.18E-01,-1.65E-03, 6.87803775e-02
-6.70E-01,-4.99E-01,2.17E-01,-2.48E-03, 6.87088743e-02
-6.40E-01,-5.00E-01,2.17E-01,-3.45E-03, 6.86393529e-02
-6.10E-01,-5.01E-01,2.16E-01,-4.56E-03, 6.85719252e-02
-5.79E-01,-5.01E-01,2.16E-01,-5.83E-03, 6.85085133e-02
-5.48E-01,-5.00E-01,2.16E-01,-7.28E-03, 6.84511438e-02
-5.17E-01,-4.99E-01,2.16E-01,-8.92E-03, 6.83970824e-02
-4.86E-01,-4.98E-01,2.16E-01,-1.08E-02, 6.83403388e-02
-6.70E-01,-4.71E-01,2.25E-01,-2.02E-03, 6.88990504e-02
-6.40E-01,-4.72E-01,2.24E-01,-2.99E-03, 6.88556284e-02
-6.10E-01,-4.73E-01,2.23E-01,-4.12E-03, 6.88163564e-02
-5.80E-01,-4.73E-01,2.23E-01,-5.41E-03, 6.87841922e-02
-5.49E-01,-4.73E-01,2.22E-01,-6.87E-03, 6.87647611e-02
-5.18E-01,-4.71E-01,2.22E-01,-8.52E-03, 6.87581748e-02
-1.50E+00,-4.93E-01,2.27E-01, 0.00000000e+00, 7.22800791e-02
-1.50E+00,-5.22E-01,2.18E-01, 0.00000000e+00, 7.23230690e-02
-1.47E+00,-4.93E-01,2.27E-01, 1.95224638e-04, 7.21839443e-02
-1.47E+00,-5.23E-01,2.18E-01, 1.72722925e-04, 7.22263902e-02
-1.50E+00,-5.52E-01,2.08E-01, 0.00000000e+00, 7.23596215e-02
-1.47E+00,-5.52E-01,2.08E-01, 1.51480010e-04, 7.22623765e-02
-1.50E+00,-5.82E-01,1.98E-01, 0.00000000e+00, 7.23902360e-02
-1.47E+00,-5.82E-01,1.98E-01, 1.31509732e-04, 7.22924173e-02
-1.50E+00,-6.12E-01,1.88E-01, 0.00000000e+00, 7.24154413e-02
-1.47E+00,-6.12E-01,1.87E-01, 1.12960050e-04, 7.23170936e-02
-1.50E+00,-6.42E-01,1.76E-01, 0.00000000e+00, 7.24357218e-02
-1.47E+00,-6.42E-01,1.76E-01, 9.57887314e-05, 7.23368749e-02
-1.50E+00,-6.72E-01,1.65E-01, 0.00000000e+00, 7.24515468e-02
-1.47E+00,-6.72E-01,1.64E-01, 7.97166576e-05, 7.23523125e-02
-1.50E+00,-7.01E-01,1.52E-01, 0.00000000e+00, 7.24634379e-02
-1.47E+00,-7.02E-01,1.52E-01, 6.46142362e-05, 7.23640397e-02
-1.44E+00,-4.93E-01,2.27E-01, 3.83274310e-04, 7.19989538e-02
-1.44E+00,-5.23E-01,2.18E-01, 3.39729886e-04, 7.20410645e-02
-1.44E+00,-5.53E-01,2.08E-01, 2.98495404e-04, 7.20770061e-02
-1.44E+00,-5.82E-01,1.98E-01, 2.59782828e-04, 7.21066669e-02
-1.44E+00,-6.12E-01,1.87E-01, 2.23896728e-04, 7.21304789e-02
-1.44E+00,-6.42E-01,1.76E-01, 1.90880877e-04, 7.21486136e-02
-1.44E+00,-6.72E-01,1.64E-01, 1.59824136e-04, 7.21628219e-02
-1.44E+00,-7.02E-01,1.52E-01, 1.30418994e-04, 7.21748918e-02
-1.41E+00,-4.93E-01,2.27E-01, 5.80249936e-04, 7.18220323e-02
-1.41E+00,-5.23E-01,2.18E-01, 5.14523534e-04, 7.18637183e-02
-1.41E+00,-5.53E-01,2.08E-01, 4.52047883e-04, 7.18998089e-02
-1.41E+00,-5.83E-01,1.98E-01, 3.93721391e-04, 7.19293058e-02
-1.41E+00,-6.13E-01,1.87E-01, 3.39851074e-04, 7.19523579e-02
-1.41E+00,-6.43E-01,1.76E-01, 2.90244992e-04, 7.19697252e-02
-1.41E+00,-6.72E-01,1.64E-01, 2.43614821e-04, 7.19832331e-02
-1.41E+00,-7.02E-01,1.52E-01, 1.99576170e-04, 7.19946697e-02
-1.38E+00,-4.93E-01,2.27E-01, 7.74361310e-04, 7.16476515e-02
-1.38E+00,-5.23E-01,2.18E-01, 6.86616171e-04, 7.16884360e-02
-1.38E+00,-5.53E-01,2.08E-01, 6.03243534e-04, 7.17239827e-02
-1.38E+00,-5.83E-01,1.98E-01, 5.25545096e-04, 7.17528984e-02
-1.38E+00,-6.13E-01,1.87E-01, 4.53794928e-04, 7.17750862e-02
-1.38E+00,-6.43E-01,1.76E-01, 3.87549400e-04, 7.17917606e-02
-1.38E+00,-6.73E-01,1.64E-01, 3.25699424e-04, 7.18049407e-02
-1.38E+00,-7.02E-01,1.52E-01, 2.67891854e-04, 7.18163028e-02
-1.35E+00,-4.93E-01,2.27E-01, 9.62800696e-04, 7.14762062e-02
-1.35E+00,-5.23E-01,2.18E-01, 8.53487116e-04, 7.15155378e-02
-1.35E+00,-5.53E-01,2.08E-01, 7.50011764e-04, 7.15493858e-02
-1.35E+00,-5.83E-01,1.98E-01, 6.53271913e-04, 7.15776607e-02
-1.35E+00,-6.13E-01,1.87E-01, 5.63739566e-04, 7.15996101e-02
-1.35E+00,-6.43E-01,1.76E-01, 4.80964605e-04, 7.16156960e-02
-1.35E+00,-6.73E-01,1.64E-01, 4.04246093e-04, 7.16285780e-02
-1.35E+00,-7.02E-01,1.52E-01, 3.33451142e-04, 7.16396645e-02
-1.32E+00,-4.93E-01,2.26E-01, 1.14359648e-03, 7.13078305e-02
-1.32E+00,-5.23E-01,2.17E-01, 1.01285533e-03, 7.13453814e-02
-1.32E+00,-5.53E-01,2.08E-01, 8.89567309e-04, 7.13772103e-02
-1.32E+00,-5.83E-01,1.98E-01, 7.74218061e-04, 7.14038238e-02
-1.32E+00,-6.13E-01,1.87E-01, 6.67343382e-04, 7.14249983e-02
-1.32E+00,-6.43E-01,1.76E-01, 5.68528543e-04, 7.14406818e-02
-1.32E+00,-6.73E-01,1.64E-01, 4.77600959e-04, 7.14524910e-02
-1.32E+00,-7.03E-01,1.52E-01, 3.94407660e-04, 7.14625567e-02
-1.29E+00,-4.94E-01,2.26E-01, 1.31524378e-03, 7.11427405e-02
-1.29E+00,-5.23E-01,2.17E-01, 1.16307731e-03, 7.11783245e-02
-1.29E+00,-5.53E-01,2.08E-01, 1.02017703e-03, 7.12080523e-02
-1.29E+00,-5.83E-01,1.97E-01, 8.86802736e-04, 7.12326467e-02
-1.29E+00,-6.13E-01,1.87E-01, 7.63260119e-04, 7.12523684e-02
-1.29E+00,-6.43E-01,1.75E-01, 6.49181893e-04, 7.12672994e-02
-1.29E+00,-6.73E-01,1.64E-01, 5.44842333e-04, 7.12780505e-02
-1.29E+00,-7.03E-01,1.51E-01, 4.49795771e-04, 7.12867454e-02
-1.26E+00,-4.94E-01,2.26E-01, 1.47569401e-03, 7.09808469e-02
-1.26E+00,-5.24E-01,2.17E-01, 1.30230119e-03, 7.10141435e-02
-1.26E+00,-5.53E-01,2.07E-01, 1.14012556e-03, 7.10415468e-02
-1.26E+00,-5.83E-01,1.97E-01, 9.89148859e-04, 7.10638836e-02
-1.26E+00,-6.13E-01,1.87E-01, 8.49672710e-04, 7.10816681e-02
-1.26E+00,-6.43E-01,1.75E-01, 7.21608230e-04, 7.10951611e-02
-1.26E+00,-6.73E-01,1.64E-01, 6.04971021e-04, 7.11049139e-02
-1.26E+00,-7.03E-01,1.51E-01, 4.98935755e-04, 7.11122006e-02
-1.23E+00,-4.94E-01,2.26E-01, 1.62251189e-03, 7.08225220e-02
-1.23E+00,-5.24E-01,2.17E-01, 1.42835360e-03, 7.08529949e-02
-1.23E+00,-5.54E-01,2.07E-01, 1.24750542e-03, 7.08778352e-02
-1.23E+00,-5.83E-01,1.97E-01, 1.07986247e-03, 7.08979145e-02
-1.23E+00,-6.13E-01,1.86E-01, 9.25679225e-04, 7.09135905e-02
-1.23E+00,-6.43E-01,1.75E-01, 7.84724893e-04, 7.09251016e-02
-1.23E+00,-6.73E-01,1.63E-01, 6.56379212e-04, 7.09333196e-02
-1.23E+00,-7.03E-01,1.51E-01, 5.40164823e-04, 7.09389672e-02
-1.20E+00,-4.94E-01,2.26E-01, 1.75158901e-03, 7.06682056e-02
-1.20E+00,-5.24E-01,2.16E-01, 1.53731136e-03, 7.06951395e-02
-1.20E+00,-5.54E-01,2.07E-01, 1.33855524e-03, 7.07165375e-02
-1.20E+00,-5.84E-01,1.97E-01, 1.15529669e-03, 7.07335696e-02
-1.20E+00,-6.13E-01,1.86E-01, 9.87584819e-04, 7.07470253e-02
-1.20E+00,-6.43E-01,1.75E-01, 8.34670733e-04, 7.07566142e-02
-1.20E+00,-6.73E-01,1.63E-01, 6.95828872e-04, 7.07627684e-02
-1.20E+00,-7.03E-01,1.51E-01, 5.71348879e-04, 7.07662106e-02
-1.17E+00,-7.02E-01,1.51E-01, 5.91534830e-04, 7.05935806e-02
-1.14E+00,-7.02E-01,1.51E-01, 5.98641229e-04, 7.04223588e-02
-1.11E+00,-7.02E-01,1.51E-01, 5.89144416e-04, 7.02524483e-02
-1.08E+00,-7.02E-01,1.51E-01, 5.61832509e-04, 7.00836033e-02
-1.05E+00,-7.02E-01,1.51E-01, 5.16326225e-04, 6.99150637e-02
-1.17E+00,-4.95E-01,2.25E-01, 1.85875304e-03, 7.05185682e-02
-1.17E+00,-5.25E-01,2.16E-01, 1.62541249e-03, 7.05407932e-02
-1.17E+00,-5.54E-01,2.07E-01, 1.40979246e-03, 7.05584958e-02
-1.17E+00,-5.84E-01,1.97E-01, 1.21204287e-03, 7.05720708e-02
-1.17E+00,-6.14E-01,1.86E-01, 1.03199983e-03, 7.05817044e-02
-1.17E+00,-6.43E-01,1.75E-01, 8.68832460e-04, 7.05883503e-02
-1.17E+00,-6.73E-01,1.63E-01, 7.22092169e-04, 7.05923066e-02
-1.14E+00,-6.73E-01,1.63E-01, 7.33990222e-04, 7.04237595e-02
-1.11E+00,-6.73E-01,1.63E-01, 7.28225452e-04, 7.02567175e-02
-1.08E+00,-6.73E-01,1.63E-01, 7.02866062e-04, 7.00922087e-02
-1.05E+00,-6.73E-01,1.63E-01, 6.57021883e-04, 6.99283406e-02
-1.14E+00,-4.96E-01,2.25E-01, 1.94331922e-03, 7.03735724e-02
-1.14E+00,-5.25E-01,2.16E-01, 1.69161637e-03, 7.03915060e-02
-1.14E+00,-5.55E-01,2.06E-01, 1.46029715e-03, 7.04048872e-02
-1.14E+00,-5.84E-01,1.96E-01, 1.24923931e-03, 7.04143122e-02
-1.14E+00,-6.14E-01,1.86E-01, 1.05837767e-03, 7.04204738e-02
-1.14E+00,-6.43E-01,1.75E-01, 8.86867871e-04, 7.04233870e-02
-1.11E+00,-6.44E-01,1.74E-01, 8.86512164e-04, 7.02603757e-02
-1.08E+00,-6.44E-01,1.74E-01, 8.65070615e-04, 7.01007396e-02
-1.05E+00,-6.44E-01,1.74E-01, 8.20944260e-04, 6.99420199e-02
-1.11E+00,-4.96E-01,2.24E-01, 2.00579269e-03, 7.02330545e-02
-1.11E+00,-5.26E-01,2.15E-01, 1.73552334e-03, 7.02457502e-02
-1.11E+00,-5.55E-01,2.06E-01, 1.48890214e-03, 7.02547878e-02
-1.11E+00,-5.85E-01,1.96E-01, 1.26527098e-03, 7.02603757e-02
-1.11E+00,-6.14E-01,1.85E-01, 1.06489565e-03, 7.02621490e-02
-1.08E+00,-6.15E-01,1.85E-01, 1.04925293e-03, 7.01069608e-02
-1.05E+00,-6.15E-01,1.85E-01, 1.00981013e-03, 6.99539185e-02
-1.08E+00,-4.96E-01,2.24E-01, 2.04427703e-03, 7.00980127e-02
-1.08E+00,-5.26E-01,2.15E-01, 1.75510684e-03, 7.01053143e-02
-1.08E+00,-5.56E-01,2.05E-01, 1.49341405e-03, 7.01092184e-02
-1.08E+00,-5.85E-01,1.95E-01, 1.25818595e-03, 7.01097324e-02
-1.05E+00,-5.86E-01,1.95E-01, 1.22611411e-03, 6.99624792e-02
-1.05E+00,-4.96E-01,2.24E-01, 2.05487385e-03, 6.99682906e-02
-1.05E+00,-5.26E-01,2.15E-01, 1.74763100e-03, 6.99694827e-02
-1.05E+00,-5.56E-01,2.05E-01, 1.47169642e-03, 6.99674562e-02
-4.49E-01,-1.00E+00,0.00E+00, 0.00000000e+00, 6.59428462e-02
-4.50E-01,-9.70E-01,1.95E-02,-2.32E-04, 6.59220666e-02
-4.19E-01,-1.00E+00,0.00E+00, 0.00000000e+00, 6.56660795e-02
-4.19E-01,-9.70E-01,1.98E-02,-2.61E-04, 6.56423643e-02
-3.89E-01,-1.00E+00,0.00E+00, 0.00000000e+00, 6.53712749e-02
-3.89E-01,-9.70E-01,2.02E-02,-2.91E-04, 6.53449222e-02
-3.59E-01,-1.00E+00,0.00E+00, 0.00000000e+00, 6.50561377e-02
-3.59E-01,-9.70E-01,2.06E-02,-3.22E-04, 6.50269538e-02
-3.29E-01,-1.00E+00,0.00E+00, 0.00000000e+00, 6.47184700e-02
-3.29E-01,-9.70E-01,2.10E-02,-3.55E-04, 6.46870509e-02
-2.99E-01,-1.00E+00,0.00E+00, 0.00000000e+00, 6.43556863e-02
-2.99E-01,-9.70E-01,2.16E-02,-3.90E-04, 6.43215552e-02
-2.69E-01,-1.00E+00,0.00E+00, 0.00000000e+00, 6.39649034e-02
-2.69E-01,-9.70E-01,2.21E-02,-4.26E-04, 6.39278516e-02
-2.39E-01,-1.00E+00,0.00E+00, 0.00000000e+00, 6.35433346e-02
-2.39E-01,-9.70E-01,2.27E-02,-4.63E-04, 6.35032281e-02
-2.09E-01,-1.00E+00,0.00E+00, 0.00000000e+00, 6.30880594e-02
-2.09E-01,-9.70E-01,2.34E-02,-5.00E-04, 6.30448163e-02
-1.79E-01,-1.00E+00,0.00E+00, 0.00000000e+00, 6.25961944e-02
